Date,Cases,Mean Temp (°C),Humidity,DoW
2015-06-09, 10,15.8,94,3
2015-06-10, 3,16.5,88,4
2015-06-11, 17,17.5,72,5
2015-06-12, 3,16.0,89,6
2015-06-13, 4,18.8,86,0
2015-06-14, 5,20.3,57,1
2015-06-15, 4,20.5,94,2
2015-06-16, 7,21.0,64,3
2015-06-17, 8,16.5,52,4
2015-06-18, 9,19.3,85,5
2015-06-19, 7,15.8,50,6
2015-06-20, 1,16.8,57,0
2015-06-21, 6,20.3,89,1
2015-06-22, 7,20.0,79	,2
2015-06-23, 13,20.8,86,3
2015-06-24, 8,18.0,76,4
2015-06-25, 7,17.8,68,5
2015-06-26, 7,18.3,42,6
2015-06-27, 6,16.8,60,0
2015-06-28, 4,14.3,94,1
2015-06-29, 12,17.5,79,2
2015-06-30, 11,16.0,74,3
2015-07-01, 8,18.8,78,4
2015-07-02, 7,16.5,74,5
2015-07-03, 4,16.0,89,6
2015-07-04, 5,18.0,70,0
2015-07-05, 15,20.3,72,1
2015-07-06, 7,20.8,69,2
2015-07-07, 9,24.3,84,3
2015-07-08, 10,17.5,55,4
2015-07-09, 4,17.0,86,5
2015-07-10, 5,20.0,76,6
2015-07-11, 2,21.3,79,0
2015-07-12, 6,22.3,80,1
2015-07-13, 11,22.0,59,2
2015-07-14, 5,22.5,90,3
2015-07-15, 2,15.8,55,4
2015-07-16, 9,16.3,55,5
2015-07-17, 1,15.3,78,6
2015-07-18, 10,22.3,85,0
2015-07-19, 6,25.0,74,1
2015-07-20, 7,21.5,71,2
2015-07-21, 10,21.8,59,3
2015-07-22, 2,19.3,76,4
2015-07-23, 4,20.0,72,5
2015-07-24, 4,19.8,67,6
2015-07-25, 4,19.3,96,0
2015-07-26, 3,21.8,89,1
2015-07-27, 5,23.8,76,2
2015-07-28, 6,25.0,79,3
2015-07-29, 7,24.3,82,4
2015-07-30, 3,23.5,59,5
2015-07-31, 9,21.8,71,6
2015-08-01, 5,20.3,74,0
2015-08-02, 4,19.5,77,1
2015-08-03, 7,20.8,81,2
2015-08-04, 7,19.8,57,3
2015-08-05, 7,18.3,84,4
2015-08-06, 4,19.0,67,5
2015-08-07, 5,18.5,62,6
2015-08-08, 7,17.3,66,0
2015-08-09, 10,18.5,52,1
2015-08-10, 12,20.3,75,2
2015-08-11, 7,22.0,71,3
2015-08-12, 6,18.0,64,4
2015-08-13, 9,19.8,56,5
2015-08-14, 9,20.8,76,6
2015-08-15, 5,22.0,83,0
2015-08-16, 6,23.5,89,1
2015-08-17, 6,23.5,81,2
2015-08-18, 6,25.0,78,3
2015-08-19, 11,23.8,84,4
2015-08-20, 8,24.0,79,5
2015-08-21, 4,19.5,63,6
2015-08-22, 7,18.3,55,0
2015-08-23, 6,19.3,80	,1
2015-08-24, 6,20.5,65,2
2015-08-25, 5,17.5,77,3
2015-08-26, 11,17.0,63,4
2015-08-27, 7,16.8,60,5
2015-08-28, 4,16.0,64	,6
2015-08-29, 7,17.0,75,0
2015-08-30, 12,19.5,80,1
2015-08-31, 7,21.8,67,2
2015-09-01, 9,21.5,90,3
2015-09-02, 11,22.5,87,4
2015-09-03, 13,22.8,81,5
2015-09-04, 9,20.8,35,6
2015-09-05, 9,21.3,77,0
2015-09-06, 15,24.3,78,1
2015-09-07, 8,25.3,62,2
2015-09-08, 9,25.8,90,3
2015-09-09, 7,23.8,78,4
2015-09-10, 7,17.5,42,5
2015-09-11, 7,17.5,58,6
2015-09-12, 13,13.3,95,0
2015-09-13, 11,14.7,96,1
2015-09-14, 10,17.0,52,2
2015-09-15, 15,18.5,78,3
2015-09-16, 9,21.5,85,4
2015-09-17, 9,20.8,86,5
2015-09-18, 12,20.0,77,6
2015-09-19, 9,20.5,80,0
2015-09-20, 10,13.0,53,1
2015-09-21, 11,13.3,55,2
2015-09-22, 7,15.5,66,3
2015-09-23, 9,16.5,71,4
2015-09-24, 13,18.0,62,5
2015-09-25, 8,14.8,46,6
2015-09-26, 6,13.8,31,0
2015-09-27, 10,14.5,70,1
2015-09-28, 17,17.5,99,2
2015-09-29, 15,17.3,98,3
2015-09-30, 8,12.0,69,4
2015-10-01, 9,8.5,49,5
2015-10-02, 5,7.5,50,6
2015-10-03, 11,8.5,52,0
2015-10-04, 16,11.3,60,1
2015-10-05, 12,11.3,51,2
2015-10-06, 24,13.3,73,3
2015-10-07, 11,13.0,83,4
2015-10-08, 6,8.8,50,5
2015-10-09, 11,9.0,93,6
2015-10-10, 8,6.8,63,0
2015-10-11, 13,12.5,74,1
2015-10-12, 17,15.0,68,2
2015-10-13, 11,15.3,65,3
2015-10-14, 10,10.0,57,4
2015-10-15, 6,8.8,72,5
2015-10-16, 9,8.0,59,6
2015-10-17, 8,3.0,54,0
2015-10-18, 6,0.0,50,1
2015-10-19, 11,3.3,68,2
2015-10-20, 6,12.0,67,3
2015-10-21, 13,10.0,50,4
2015-10-22, 11,12.3,55,5
2015-10-23, 7,3.8,53	,6
2015-10-24, 6,4.8,65,0
2015-10-25, 12,9.5,62,1
2015-10-26, 7,3.3,45,2
2015-10-27, 13,4.8,51,3
2015-10-28, 8,9.0,93,4
2015-10-29, 10,10.3,47,5
2015-10-30, 10,4.8,52,6
2015-10-31, 6,3.0,63,0
2015-11-01, 12,9.8,74,1
2015-11-02, 9,9.5,57,2
2015-11-03, 4,13.0,64,3
2015-11-04, 8,13.0,59,4
2015-11-05, 9,14.3,75,5
2015-11-06, 13,15.5,91,6
2015-11-07, 8,7.8,54,0
2015-11-08, 5,4.5,66,1
2015-11-09, 12,6.0,67,2
2015-11-10, 11,4.8,71,3
2015-11-11, 5,9.3,70,4
2015-11-12, 9,9.8,95,5
2015-11-13, 6,7.0,68,6
2015-11-14, 8,2.8,65,0
2015-11-15, 6,6.0,58,1
2015-11-16, 10,7.5,47,2
2015-11-17, 14,2.3,53,3
2015-11-18, 10,7.0,72,4
2015-11-19, 8,13.3,90,5
2015-11-20, 8,4.0,46,6
2015-11-21, 12,3.3,58,0
2015-11-22, 6,3.3,56,1
2015-11-23, 12,-3.0,49,2
2015-11-24, 12,0.5,72,3
2015-11-25, 10,3.3,71,4
2015-11-26, 6,7.0,71,5
2015-11-27, 7,11.5,74,6
2015-11-28, 2,-3.0,82,0
2015-11-29, 1,-3.8,65,1
2015-11-30, 9,-2.5,70,2
2015-12-01, 3,1.8,95,3
2015-12-02, 7,6.3,89,4
2015-12-03, 11,1.8,81,5
2015-12-04, 7,3.0,69,6
2015-12-05, 8,6.0,70,0
2015-12-06, 4,4.8,78,1
2015-12-07, 6,2.5,78,2
2015-12-08, 5,3.3,57,3
2015-12-09, 6,4.8,73,4
2015-12-10, 9,7.8,84,5
2015-12-11, 6,10.5,75,6
2015-12-12, 13,6.3,68,0
2015-12-13, 12,4.0,67,1
2015-12-14, 13,8.8,85,2
2015-12-15, 6,7.5,80,3
2015-12-16, 6,2.5,80,4
2015-12-17, 5,5.0,94,5
2015-12-18, 7,1.8,50	,6
2015-12-19, 6,-1.8,51,0
2015-12-20, 6,1.0,68,1
2015-12-21, 6,3.0,75,2
2015-12-22, 6,7.5,96,3
2015-12-23, 7,10.8,91,4
2015-12-24, 13,12.8,62,5
2015-12-25, 8,6.0,77,6
2015-12-26, 16,0.3,64,0
2015-12-27, 9,0.5,91,1
2015-12-28, 8,-8.8,62,2
2015-12-29, 6,-6.3,90,3
2015-12-30, 7,-3.3,92,4
2015-12-31, 3,0.8,73,5
2016-01-01, 9,-1.0,72,6
2016-01-02, 6,-1.5,71,0
2016-01-03, 11,-1.3,78,1
2016-01-04, 6,-16.0,53,2
2016-01-05, 8,-12.3,67,3
2016-01-06, 5,-2.8,63	,4
2016-01-07, 10,-2.8,72,5
2016-01-08, 4,-1.5,72,6
2016-01-09, 5,1.8,89,0
2016-01-10, 4,5.5,92,1
2016-01-11, 7,-7.3,77,2
2016-01-12, 5,-7.5,85,3
2016-01-13, 2,-9.3,55,4
2016-01-14, 6,-8.5,68,5
2016-01-15, 11,-5.0,72,6
2016-01-16, 12,-3.0,87,0
2016-01-17, 4,-4.3,87,1
2016-01-18, 8,-13.3,55,2
2016-01-19, 9,-14.5,56,3
2016-01-20, 4,-9.5,58,4
2016-01-21, 9,-10.3,58,5
2016-01-22, 11,-10.0,41,6
2016-01-23, 11,-11.3,63,0
2016-01-24, 4,-11.8,60,1
2016-01-25, 9,-4.3,76,2
2016-01-26, 11,2.0,87,3
2016-01-27, 4,-2.5,50,4
2016-01-28, 7,-3.5,87,5
2016-01-29, 12,-3.0,84,6
2016-01-30, 6,-6.5,68,0
2016-01-31, 6,3.5,77,1
2016-02-01, 13,4.3,56,2
2016-02-02, 13,-0.3,68	,3
2016-02-03, 12,3.5,90,4
2016-02-04, 9,2.0,61,5
2016-02-05, 11,-3.0,53,6
2016-02-06, 4,-1.8,90,0
2016-02-07, 12,0.8,75,1
2016-02-08, 12,-4.5,60,2
2016-02-09, 15,-5.3,80,3
2016-02-10, 15,-5.3,76,4
2016-02-11, 11,-16.5,52,5
2016-02-12, 8,-12.0,79,6
2016-02-13, 7,-25.0,41,0
2016-02-14, 12,-23.0,47,1
2016-02-15, 10,-13.5,64,2
2016-02-16, 12,-5.3,89,3
2016-02-17, 6,-3.0,85,4
2016-02-18, 7,-13.5,56,5
2016-02-19, 18,-6.3,61,6
2016-02-20, 8,3.0,66,0
2016-02-21, 6,2.3,66,1
2016-02-22, 14,-8.5,47,2
2016-02-23, 12,-10.3,55,3
2016-02-24, 11,-3.3,90,4
2016-02-25, 16,-0.5,96,5
2016-02-26, 7,-10.0,50,6
2016-02-27, 11,-4.3,72,0
2016-02-28, 10,1.8,65,1
2016-02-29, 11,-0.5,63,2
2016-03-01, 11,-12.3,52,3
2016-03-02, 14,-8.3,50,4
2016-03-03, 13,-13.8,49,5
2016-03-04, 15,-9.0,48,6
2016-03-05, 16,-4.3,74,0
2016-03-06, 10,-2.8,73,1
2016-03-07, 8,3.3,77,2
2016-03-08, 11,8.5,64,3
2016-03-09, 7,12.3,81,4
2016-03-10, 12,7.3,97,5
2016-03-11, 12,4.0,65,6
2016-03-12, 2,4.5,89,0
2016-03-13, 17,5.0,44,1
2016-03-14, 18,3.5,85,2
2016-03-15, 14,6.0,84,3
2016-03-16, 7,6.5,80,4
2016-03-17, 15,5.3,64,5
2016-03-18, 10,2.0,55,6
2016-03-19, 9,-3.5,40,0
2016-03-20, 13,-2.8,38,1
2016-03-21, 14,-1.3,38,2
2016-03-22, 9,1.0,72,3
2016-03-23, 10,2.0,63,4
2016-03-24, 9,-1.5,87,5
2016-03-25, 8,-1.5,84,6
2016-03-26, 9,1.0,72,0
2016-03-27, 14,5.8,68,1
2016-03-28, 14,6.5,94,2
2016-03-29, 10,1.8,37,3
2016-03-30, 6,4.3,70,4
2016-03-31, 12,10.0,93,5
2016-04-01, 7,10.5,69,6
2016-04-02, 2,2.5,49,0
2016-04-03, 5,-5.3,35,1
2016-04-04, 12,-4.8,48,2
2016-04-05, 6,-3.5,30,3
2016-04-06, 8,-0.5,67,4
2016-04-07, 9,4.0,82,5
2016-04-08, 5,2.1,64,6
2016-04-09, 6,0.4,42,0
2016-04-10, 14,-3.5,51,1
2016-04-11, 12,2.8,89,2
2016-04-12, 13,3.5,86,3
2016-04-13, 14,1.8,46,4
2016-04-14, 13,4.3,39,5
2016-04-15, 8,8.0,36,6
2016-04-16, 9,10.8,24,0
2016-04-17, 8,13.5,34,1
2016-04-18, 6,14.3,54,2
2016-04-19, 9,9.0,30,3
2016-04-20, 8,9.0,35,4
2016-04-21, 11,11.8,33,5
2016-04-22, 11,13.5,87,6
2016-04-23, 7,6.8,33,0
2016-04-24, 12,5.5,30,1
2016-04-25, 9,6.3,30,2
2016-04-26, 3,4.5,64,3
2016-04-27, 12,4.8,44,4
2016-04-28, 9,4.5,43,5
2016-04-29, 5,6.0,33,6
2016-04-30, 13,8.3,25,0
2016-05-01, 11,7.8,83,1
2016-05-02, 10,8.3,80,2
2016-05-03, 7,9.3,55,3
2016-05-04, 2,11.3,76,4
2016-05-05, 7,13.5,53,5
2016-05-06, 9,13.3,33,6
2016-05-07, 14,14.3,63,0
2016-05-08, 12,8.5,40,1
2016-05-09, 12,7.0,55,2
2016-05-10, 10,9.5,36,3
2016-05-11, 10,13.3,47,4
2016-05-12, 7,16.8,34,5
2016-05-13, 6,18.0,82,6
2016-05-14, 8,11.8,75,0
2016-05-15, 5,5.8,77,1
2016-05-16, 7,7.8,37,2
2016-05-17, 11,9.3,55,3
2016-05-18, 5,9.5,63,4
2016-05-19, 10,12.0,80,5
2016-05-20, 7,13.8,69,6
2016-05-21, 5,15.8,51,0
2016-05-22, 7,16.5,66,1
2016-05-23, 9,18.0,53,2
2016-05-24, 8,18.8,40,3
2016-05-25, 6,20.3,52,4
2016-05-26, 8,20.5,53,5
2016-05-27, 14,22.5,81,6
2016-05-28, 7,23.3,81,0
2016-05-29, 8,25.0,78,1
2016-05-30, 8,21.5,54,2
2016-05-31, 9,19.5,41,3
2016-06-01, 8,16.3,56,4
2016-06-02, 10,17.8,96,5
2016-06-03, 8,20.0,61,6
2016-06-04, 2,19.0,67,0
2016-06-05, 8,18.3,78,1
2016-06-06, 9,18.3,68,2
2016-06-07, 9,16.0,79,3
2016-06-08, 9,12.3,55,4
2016-06-09, 6,13.5,40,5
2016-06-10, 11,13.5,40,6
2016-06-11, 4,16.5,86,0
2016-06-12, 9,11.0,61,1
2016-06-13, 7,15.8,75,2
2016-06-14, 4,14.5,66,3
2016-06-15, 4,17.0,47,4
2016-06-16, 9,22.5,29,5
2016-06-17, 5,20.8,48,6
2016-06-18, 11,20.3,66,0
2016-06-19, 6,22.8,76,1
2016-06-20, 9,24.0,64,2
2016-06-21, 5,17.5,39,3
2016-06-22, 10,16.8,45,4
2016-06-23, 6,16.3,47,5
2016-06-24, 6,18.8,60,6
2016-06-25, 7,20.3,58,0
2016-06-26, 8,21.5,70,1
2016-06-27, 7,24.5,87,2
2016-06-28, 7,22.3,68,3
2016-06-29, 6,19.5,61,4
2016-06-30, 8,19.3,67,5
2016-07-01, 5,18.5,78,6
2016-07-02, 8,17.3,45,0
2016-07-03, 5,19.3,66,1
2016-07-04, 10,20.0,74,2
2016-07-05, 5,21.3,59,3
2016-07-06, 6,23.8,70,4
2016-07-07, 8,26.8,69,5
2016-07-08, 7,23.0,68,6
2016-07-09, 4,23.3,78,0
2016-07-10, 9,19.5,67,1
2016-07-11, 5,19.5,63,2
2016-07-12, 8,21.3,67,3
2016-07-13, 3,27.3,73	,4
2016-07-14, 6,25.0,93,5
2016-07-15, 11,23.8,70,6
2016-07-16, 5,17.8,69,0
2016-07-17, 2,19.3,58,1
2016-07-18, 8,24.8,63,2
2016-07-19, 8,18.5,49,3
2016-07-20, 6,19.0,52,4
2016-07-21, 3,23.0,67,5
2016-07-22, 8,27.8,53,6
2016-07-23, 13,25.5,38,0
2016-07-24, 6,22.0,48,1
2016-07-25, 9,24.5,92,2
2016-07-26, 6,24.5,47,3
2016-07-27, 5,24.8,66,4
2016-07-28, 7,24.5,67,5
2016-07-29, 10,22.5,45,6
2016-07-30, 5,20.5,40,0
2016-07-31, 8,24.3,30,1
2016-08-01, 7,24.5,45,2
2016-08-02, 7,22.5,52,3
2016-08-03, 6,24.8,72,4
2016-08-04, 6,26.0,69	,5
2016-08-05, 4,26.3,70,6
2016-08-06, 4,24.0,61,0
2016-08-07, 10,22.5,53,1
2016-08-08, 9,21.0,53,2
2016-08-09, 3,22.0,57,3
2016-08-10, 7,27.3,83,4
2016-08-11, 5,27.3,66,5
2016-08-12, 6,30.0,60,6
2016-08-13, 9,21.0,88,0
2016-08-14, 9,21.8,61,1
2016-08-15, 7,21.0,57,2
2016-08-16, 6,19.5,95,3
2016-08-17, 6,20.8,66,4
2016-08-18, 5,21.8,67,5
2016-08-19, 7,22.3,78,6
2016-08-20, 9,24.5,74,0
2016-08-21, 8,22.0,93,1
2016-08-22, 5,16.0,62,2
2016-08-23, 6,18.3,64,3
2016-08-24, 6,20.3,75,4
2016-08-25, 7,24.8,83,5
2016-08-26, 5,22.5,56,6
2016-08-27, 4,21.3,73,0
2016-08-28, 9,24.0,77,1
2016-08-29, 6,20.5,49,2
2016-08-30, 7,21.0,66,3
2016-08-31, 8,22.5,80,4
2016-09-01, 9,16.8,61,5
2016-09-02, 9,17.5,55,6
2016-09-03, 10,15.0,51,0
2016-09-04, 11,17.0,58,1
2016-09-05, 6,18.5,76	,2
2016-09-06, 13,22.3,76,3
2016-09-07, 9,22.8,79,4
2016-09-08, 16,24.5,93,5
2016-09-09, 6,24.0,76,6
2016-09-10, 10,22.8,79,0
2016-09-11, 7,19.8,49,1
2016-09-12, 11,15.0,49,2
2016-09-13, 14,19.8,72,3
2016-09-14, 5,18.0,63,4
2016-09-15, 6,12.5,65,5
2016-09-16, 8,15.8,61,6
2016-09-17, 9,19.3,78,0
2016-09-18, 6,21.5,81,1
2016-09-19, 7,21.0,74,2
2016-09-20, 6,21.8,82,3
2016-09-21, 15,18.3,55,4
2016-09-22, 7,19.3,66,5
2016-09-23, 9,14.5,86,6
2016-09-24, 3,11.8,41,0
2016-09-25, 5,9.3,51,1
2016-09-26, 8,12.0,62,2
2016-09-27, 8,15.3,56,3
2016-09-28, 10,16.0,43,4
2016-09-29, 14,14.5,66,5
2016-09-30, 10,13.8,66,6
2016-10-01, 10,14.0,74,0
2016-10-02, 14,16.8,83,1
2016-10-03, 15,15.5,81,2
2016-10-04, 6,13.8,85,3
2016-10-05, 6,15.3,72,4
2016-10-06, 11,16.8,77,5
2016-10-07, 6,16.0,75,6
2016-10-08, 7,15.8,92,0
2016-10-09, 9,7.8,60,1
2016-10-10, 7,5.5,54,2
2016-10-11, 11,8.3,64,3
2016-10-12, 5,14.0,67,4
2016-10-13, 14,12.3,69,5
2016-10-14, 4,5.3,46,6
2016-10-15, 12,8.8,60,0
2016-10-16, 10,15.8,86,1
2016-10-17, 9,13.8,89,2
2016-10-18, 13,17.3,75,3
2016-10-19, 4,15.0,61,4
2016-10-20, 3,10.8,92,5
2016-10-21, 13,8.8,93,6
2016-10-22, 10,5.0,74,0
2016-10-23, 3,5.5,42	,1
2016-10-24, 6,6.0,51,2
2016-10-25, 8,2.5,48,3
2016-10-26, 3,1.3,48,4
2016-10-27, 10,-0.5,91,5
2016-10-28, 7,3.5,75,6
2016-10-29, 9,7.3,86,0
2016-10-30, 8,6.0,77,1
2016-10-31, 9,2.8,58,2
2016-11-01, 11,5.8,70,3
2016-11-02, 6,15.0,91,4
2016-11-03, 11,10.3,90,5
2016-11-04, 7,5.0,63,6
2016-11-05, 9,8.0,70,0
2016-11-06, 7,5.3,53,1
2016-11-07, 13,6.5,67,2
2016-11-08, 14,8.0,74,3
2016-11-09, 12,4.8,59,4
2016-11-10, 13,5.3,73,5
2016-11-11, 13,9.8,44,6
2016-11-12, 10,1.3,59,0
2016-11-13, 6,7.3,66,1
2016-11-14, 12,9.3,52,2
2016-11-15, 8,6.8,79,3
2016-11-16, 8,8.0,78,4
2016-11-17, 10,8.3,67,5
2016-11-18, 6,8.0,74,6
2016-11-19, 8,11.8,70,0
2016-11-20, 10,-1.0,89,1
2016-11-21, 8,-3.8,80,2
2016-11-22, 7,-1.8,59,3
2016-11-23, 7,-5.3,69,4
2016-11-24, 8,-1.5,79,5
2016-11-25, 5,1.0,95,6
2016-11-26, 7,2.5,86,0
2016-11-27, 14,1.3,72,1
2016-11-28, 10,0.0,70,2
2016-11-29, 5,5.3,89,3
2016-11-30, 9,5.3,84	,4
2016-12-01, 9,5.8,69,5
2016-12-02, 6,3.8,66,6
2016-12-03, 4,1.8,59,0
2016-12-04, 11,-2.8,65,1
2016-12-05, 11,-1.5,87,2
2016-12-06, 10,-0.8,77,3
2016-12-07, 10,2.0,61,4
2016-12-08, 9,-4.5,61,5
2016-12-09, 7,-4.5,44,6
2016-12-10, 2,-8.0,52,0
2016-12-11, 6,-5.8,70,1
2016-12-12, 6,-0.8,79,2
2016-12-13, 8,-2.5,70,3
2016-12-14, 3,-7.5,60,4
2016-12-15, 9,-12.8,58,5
2016-12-16, 10,-14.8,82,6
2016-12-17, 12,-6.0,83,0
2016-12-18, 7,-6.0,83,1
2016-12-19, 9,-13.0,77,2
2016-12-20, 10,-5.0,69,3
2016-12-21, 10,-0.8,70,4
2016-12-22, 10,-0.3,91,5
2016-12-23, 10,1.0,77,6
2016-12-24, 14,1.8,79,0
2016-12-25, 12,-4.5,57,1
2016-12-26, 16,-1.8,86,2
2016-12-27, 14,0.8,75,3
2016-12-28, 12,-1.8,66,4
2016-12-29, 11,-0.8,94,5
2016-12-30, 16,-4.5,69,6
2016-12-31, 17,-3.0,72,0
2017-01-01, 12,-0.8,60,1
2017-01-02, 20,-1.5,60,2
2017-01-03, 20,1.0,96,3
2017-01-04, 21,-0.5,78,4
2017-01-05, 14,-6.5,52	,5
2017-01-06, 9,-10.3,62	,6
2017-01-07, 10,-11.8,81,0
2017-01-08, 8,-14.0,65,1
2017-01-09, 16,-12.8,71,2
2017-01-10, 9,-1.0,80,3
2017-01-11, 18,2.3,70,4
2017-01-12, 9,4.5,97,5
2017-01-13, 6,-5.3,46	,6
2017-01-14, 9,-10.5,62	,0
2017-01-15, 7,-5.8,54,1
2017-01-16, 13,-2.8,72,2
2017-01-17, 14,-3.0,76	,3
2017-01-18, 21,-0.8,93	,4
2017-01-19, 12,1.5,86,5
2017-01-20, 15,1.8,87	,6
2017-01-21, 8,2.3,97,0
2017-01-22, 14,2.0,85	,1
2017-01-23, 11,-0.5,90	,2
2017-01-24, 6,-2.8,88,3
2017-01-25, 10,-1.5,85,4
2017-01-26, 14,1.0,97	,5
2017-01-27, 8,0.3,74,6
2017-01-28, 15,-1.0,68,0
2017-01-29, 6,-2.8,58	,1
2017-01-30, 14,-12.5,51,2
2017-01-31, 9,-10.0,62,3
2017-02-01, 14,-4.3,77,4
2017-02-02, 11,-6.5,55,5
2017-02-03, 8,-6.0,57,6
2017-02-04, 9,-7.0,53,0
2017-02-05, 12,-3.8,86,1
2017-02-06, 11,-8.5,62,2
2017-02-07, 6,-0.3,75	,3
2017-02-08, 17,-0.3,57,4
2017-02-09, 5,-12.3,47,5
2017-02-10, 9,-8.5,45,6
2017-02-11, 10,-8.8,77,0
2017-02-12, 11,-9.0,87,1
2017-02-13, 9,-5.5,57,2
2017-02-14, 9,-6.0,75,3
2017-02-15, 18,-5.5,74,4
2017-02-16, 15,-6.0,60,5
2017-02-17, 9,-7.5,62	,6
2017-02-18, 13,1.3,79,0
2017-02-19, 14,5.5,64,1
2017-02-20, 11,-0.3,42,2
2017-02-21, 16,-0.8,62,3
2017-02-22, 8,5.5,67,4
2017-02-23, 10,10.3,87,5
2017-02-24, 10,2.0,93,6
2017-02-25, 8,4.5,96,0
2017-02-26, 12,-2.0,60,1
2017-02-27, 12,2.5,61,2
2017-02-28, 9,3.8,62,3
2017-03-01, 13,9.8,89,4
2017-03-02, 12,-6.8,49,5
2017-03-03, 14,-9.8,64,6
2017-03-04, 10,-12.8,44,0
2017-03-05, 11,-11.3,47,1
2017-03-06, 15,-2.0,35	,2
2017-03-07, 16,3.8,95,3
2017-03-08, 12,5.8,71,4
2017-03-09, 12,-1.8,54,5
2017-03-10, 14,-7.0,37,6
2017-03-11, 11,-13.3,43,0
2017-03-12, 9,-12.0,41	,1
2017-03-13, 13,-12.0,31,2
2017-03-14, 3,-10.5,79,3
2017-03-15, 7,-7.4,76,4
2017-03-16, 14,-5.0,38,5
2017-03-17, 16,-3.8,53,6
2017-03-18, 2,-2.5,33,0
2017-03-19, 11,-0.3,48,1
2017-03-20, 18,-0.3,97,2
2017-03-21, 11,4.8,83,3
2017-03-22, 9,-7.5,36,4
2017-03-23, 12,-4.0,47,5
2017-03-24, 9,0.3,95,6
2017-03-25, 9,1.5,75,0
2017-03-26, 12,0.0,72,1
2017-03-27, 12,4.0,95,2
2017-03-28, 9,6.3,87,3
2017-03-29, 8,2.0,52,4
2017-03-30, 10,1.3,52	,5
2017-03-31, 14,0.8,94,6
2017-04-01, 16,2.3,86,0
2017-04-02, 7,6.5,70,1
2017-04-03, 14,6.8,42,2
2017-04-04, 11,7.0,97,3
2017-04-05, 4,6.8,68,4
2017-04-06, 12,4.0,96,5
2017-04-07, 9,1.5,76,6
2017-04-08, 5,4.0,51,0
2017-04-09, 10,11.8,60,1
2017-04-10, 17,15.8,45,2
2017-04-11, 15,7.8,88,3
2017-04-12, 11,8.0,61,4
2017-04-13, 8,7.0,71,5
2017-04-14, 14,7.5,55,6
2017-04-15, 11,7.8,65,0
2017-04-16, 17,15.8,73,1
2017-04-17, 19,9.3,54,2
2017-04-18, 11,4.8,55,3
2017-04-19, 8,6.8,92,4
2017-04-20, 7,6.5,70,5
2017-04-21, 17,9.8,78,6
2017-04-22, 10,9.0,57,0
2017-04-23, 6,9.0,81,1
2017-04-24, 7,7.3,44,2
2017-04-25, 9,8.3,89	,3
2017-04-26, 9,16.0,69,4
2017-04-27, 8,19.8,71	,5
2017-04-28, 15,13.8,77,6
2017-04-29, 14,13.8,59,0
2017-04-30, 14,4.8,79,1
2017-05-01, 10,8.3,95,2
2017-05-02, 7,11.0,70,3
2017-05-03, 11,9.5,49,4
2017-05-04, 6,7.8,50,5
2017-05-05, 14,8.0,96,6
2017-05-06, 10,8.8,97,0
2017-05-07, 6,5.0,71	,1
2017-05-08, 16,3.3,64,2
2017-05-09, 15,3.3,65,3
2017-05-10, 5,6.8,60,4
2017-05-11, 14,9.5,53,5
2017-05-12, 9,13.0,72,6
2017-05-13, 10,10.8,88,0
2017-05-14, 9,11.0,90,1
2017-05-15, 14,13.8,57,2
2017-05-16, 11,14.5,83,3
2017-05-17, 13,19.8,66,4
2017-05-18, 7,23.3,67,5
2017-05-19, 9,12.8,62,6
2017-05-20, 10,11.0,39,0
2017-05-21, 9,13.8,48,1
2017-05-22, 9,14.5,91,2
2017-05-23, 13,13.8,79,3
2017-05-24, 22,17.8,56,4
2017-05-25, 8,15.5,86,5
2017-05-26, 7,14.5,80,6
2017-05-27, 9,15.5,67,0
2017-05-28, 14,15.0,64,1
2017-05-29, 11,14.8,97,2
2017-05-30, 13,17.0,96,3
2017-05-31, 10,15.8,76,4
2017-06-01, 7,13.5,51,5
2017-06-02, 10,10.8,52,6
2017-06-03, 10,10.8,48,0
2017-06-04, 9,11.8,86,1
2017-06-05, 10,13.8,83,2
2017-06-06, 5,12.3,95,3
2017-06-07, 10,14.0,76,4
2017-06-08, 12,17.3,84,5
2017-06-09, 4,18.5,53,6
2017-06-10, 6,20.0,78,0
2017-06-11, 8,22.3,59,1
2017-06-12, 15,23.0,65,2
2017-06-13, 4,22.8,73,3
2017-06-14, 7,17.3,31,4
2017-06-15, 8,17.5,47,5
2017-06-16, 10,19.3,82,6
2017-06-17, 8,22.0,79	,0
2017-06-18, 14,24.3,86,1
2017-06-19, 11,22.0,80,2
2017-06-20, 4,18.8,67,3
2017-06-21, 7,17.3,65	,4
2017-06-22, 15,16.3,91,5
2017-06-23, 5,19.5,99,6
2017-06-24, 10,18.0,47,0
2017-06-25, 7,16.8,59,1
2017-06-26, 9,14.5,73,2
2017-06-27, 10,12.8,90,3
2017-06-28, 7,16.3,55,4
2017-06-29, 11,16.3,90,5
2017-06-30, 14,20.3,99,6
2017-07-01, 8,21.5,99	,0
2017-07-02, 4,19.5,74,1
2017-07-03, 10,18.5,61,2
2017-07-04, 6,18.5,65,3
2017-07-05, 3,22.8,51,4
2017-07-06, 15,21.0,83,5
2017-07-07, 12,22.5,89,6
2017-07-08, 10,20.0,63,0
2017-07-09, 9,19.0,66,1
2017-07-10, 9,20.8,74,2
2017-07-11, 8,21.5,84,3
2017-07-12, 17,19.5,93,4
