44,51.8,160.61,206.25,4
43,55.2,161.03,205.96,5
83,61.6,167.29,212.51,6
90,63.2,171.85,219.12,0
56,64,175.39,224.97,1
48,67.2,181.22,232.77,2
59,68.4,186.29,239.98,3
89,69,190.22,245.86,4
93,67,191.21,248.33,5
46,67.2,192.95,250.46,6
49,65.4,192.87,250.32,0
50,62.2,190.03,246.83,1
73,53.6,179.8,235.26,2
50,61,181.76,233.88,3
83,64,184.71,235.81,4
64,66.4,187.96,239.47,5
62,65,187.96,240.75,6
66,65.6,188.59,242.28,0
53,64.4,187.85,242.34,1
77,68.4,191.53,246.37,2
84,68.4,193.48,249.49,3
62,65.4,192.08,249.02,4
51,64.4,191.61,248.14,5
48,62.4,189.19,245.07,6
67,60.8,186.16,241,0
76,58.6,181.99,235.61,1
51,64,184.98,237.05,2
78,68.6,190.48,242.69,3
71,69.8,194.46,248.19,4
73,74,200.69,256.29,5
97,81.4,211.56,269.77,6
88,80.8,217.35,279.44,0
75,84.4,225.29,290.36,1
89,85.2,231.51,299.45,2
77,80.8,231.86,301.97,3
75,83,235.95,306.17,4
99,88,243.57,314.03,5
100,90.2,250.09,321.86,6
100,89.2,253.34,326.66,0
72,86.2,252.77,327.03,1
60,83.6,250.07,324.29,2
86,77.6,243,316.27,3
70,73.6,235.13,306.05,4
80,73,229.86,297.74,5
69,75.2,228.82,293.95,6
71,68.6,220.67,284.39,0
53,67.2,214.12,275.54,1
63,69,211.17,270.57,2
89,73,212.38,270.91,3
89,69.6,208.76,267.93,4
54,71.2,208.26,267.44,5
61,78.4,215.12,274.61,6
99,75.8,216.06,277.61,0
76,70.2,211.52,274.3,1
61,72.6,211.79,274.09,2
66,78,217.65,279.7,3
88,77,219.86,282.99,4
94,81.8,226.26,290.16,5
100,83.8,231.59,297.31,6
71,85.2,236.65,304.26,0
73,83.2,237.99,307.39,1
78,76.4,232.14,302.53,2
60,73.6,227.06,296.23,3
86,73.8,225.11,292.02,4
72,75.4,225.33,290.32,5
81,75.6,224.88,288.95,6
79,76.8,225.66,289.18,0
66,72.2,220.84,284.48,1
63,68.8,214.61,277.44,2
55,67.2,209.11,270.48,3
73,64.2,202.56,262.38,4
64,68.4,203.13,260.88,5
87,72.8,207.17,264.31,6
85,70.8,206.81,264.88,0
45,69.2,204.95,263.61,1
65,67.6,202.28,261.05,2
56,61.4,194.36,252.86,3
56,58,186.97,243.58,4
68,68.8,193.61,247.61,5
99,73,200.37,254.93,6
86,76.4,207.54,263.98,0
73,81,216.02,275.13,1
79,85.8,225.43,288.05,2
92,82.4,227.86,294.45,3
82,78.4,226.56,295.34,4
66,78.6,227.26,296.3,5
74,79.2,229.38,297.97,6
82,74.6,226.89,294.81,0
69,74,224.93,291.23,1
79,75.6,225.19,289.91,2
74,75,224.19,288.13,3
71,73.2,221.28,284.74,4
73,72,217.82,280.72,5
63,73.4,217.13,279.3,6
86,73,216.16,278.06,0
72,72.8,215.17,276.92,1
70,77,218.53,280.23,2
94,84.4,227.73,290.37,3
100,80.4,228.63,294.01,4
66,74.8,224.23,291.05,5
44,72.2,219.96,286.26,6
57,65.6,211.33,276.18,0
61,56.6,197.86,259.68,1
55,53,186.65,243.62,2
48,51.8,178.34,230.41,3
38,52.4,173.08,221.11,4
60,51.2,167.21,212.69,5
55,55.4,166.2,210.17,6
76,57.2,166.05,210.3,0
57,59,167.14,212.51,1
47,61,169.26,216.32,2
70,62.6,172.19,221.14,3
63,59.6,171.58,222.27,4
61,63.8,176.37,227.52,5
78,66.2,181.68,233.92,6
59,66.2,185.01,238.69,0
70,67.6,189.05,243.73,1
70,74.4,198.35,254.08,2
95,71.2,200.37,258.54,3
62,72.2,203.39,262.78,4
64,69,202.3,262.65,5
54,67.6,200.89,261.06,6
63,61,194.16,253.44,0
62,62.4,192.04,248.89,1
69,66.8,194.67,249.74,2
86,67.8,196.51,251.38,3
59,66.6,196.07,251.32,4
57,67,195.67,251.3,5
64,63,191.46,247.47,6
49,54.6,180.73,236.14,0
44,60,180.55,233.22,1
86,57.2,176.72,228.31,2
43,61,178.67,228.79,3
83,67,185.1,235.08,4
79,73.8,194.59,246.35,5
78,62.8,188.5,243.74,6
31,63.6,187.18,242.66,0
47,56.6,179.39,234.82,1
48,50,169.12,222.57,2
46,49.2,163.38,213.05,3
74,63,173.02,219.41,4
100,64.2,178.26,225.54,5
53,62,178.67,227.72,6
37,65.2,181.92,232.21,0
62,60.2,177.88,230.2,1
49,48.8,165.4,217.92,2
43,47,157.23,206.86,3
44,49,154.7,200.95,4
47,45,149.08,192.9,5
42,47,147.87,188.9,6
59,52.4,150.74,190.53,0
70,56.6,155.29,195.88,1
65,57.6,158.31,201.02,2
52,58.4,160.38,205.49,3
46,59.6,163.12,210.33,4
65,56.6,162.8,211.6,5
55,49.4,156.38,205.45,6
29,46.8,150.9,198.13,0
39,48.2,149.7,194.26,1
53,45.4,145.78,188.45,2
51,39.8,137.45,178.19,3
27,51.6,144.06,182.05,4
88,53.2,147.65,186.5,5
47,53.2,149.17,189.78,6
53,51.6,148.24,190.58,0
43,64.2,160.64,203.95,1
90,63.2,166.44,213.38,2
83,67,174.62,224.4,3
66,70,182.82,235.59,4
68,74.8,193.34,248.93,5
67,65.2,191.12,249.66,6
42,62.8,188.62,247.14,0
71,60,185.11,242.36,1
52,61.2,184.82,239.97,2
74,60.2,183.82,237.27,3
62,62.4,184.53,236.74,4
53,56.2,178.38,230.2,5
40,53.4,172.02,222.27,6
38,58.4,172.82,221.16,0
99,59.4,172.7,221.06,1
67,67,180.35,229.12,2
91,77.2,194.39,245.51,3
91,81.4,206.4,262.15,4
59,70.6,203,263.77,5
45,64.2,196.74,258.63,6
35,52.6,182.53,243.06,0
33,46.8,170.12,225.93,1
62,50.8,167.31,217.24,2
79,53,166.42,212.64,3
56,58.2,170.09,214.34,4
61,58.8,171.15,215.78,5
36,54,165.53,211.49,6
38,46.4,154.07,200.43,0
41,48.2,149.94,194.55,1
65,56,154.91,198.3,2
100,62.2,163.73,207.96,3
67,65.8,172.54,219.13,4
56,69.2,181.04,230.69,5
58,65,182.05,235.03,6
44,58.8,177.16,231.8,0
69,53.2,169.67,223.74,1
39,60.6,173.74,225.36,2
93,58,173.48,224.41,3
45,59.6,175.32,225.19,4
52,54,170.19,219.74,5
41,64.2,177.35,225.5,6
90,57.6,173.39,223.02,0
60,61,174.63,224.37,1
62,66.2,180.34,230.82,2
78,71.6,189.09,241.4,3
68,63,186.01,241.05,4
47,60.6,182.66,237.98,5
48,57,177.82,232.22,6
44,50.2,168.45,221.01,0
44,47.6,161.29,210.31,1
55,52.4,160.84,206.52,2
71,60.2,167.72,211.85,3
87,62.8,172.91,218.25,4
57,61.8,174.13,221.76,5
39,61.8,174.43,224.09,6
55,63.2,176.64,227.72,0
78,60.2,175.16,227.58,1
72,64,178.9,231.47,2
76,68.8,186.41,239.58,3
63,68.4,190.73,245.4,4
53,63.4,188.66,244.5,5
53,62.6,187.03,242.59,6
68,60.2,183.71,238.6,0
64,61.8,183.63,237.27,1
71,61.8,183.33,236.27,2
53,67.8,188.94,241.45,3
83,65.2,189.27,242.89,4
55,60.2,184.59,238.77,5
39,56.6,178.35,231.8,6
53,58.4,176.58,228.4,0
62,60.8,177.76,228.53,1
95,61.6,178.82,229.47,2
59,67.4,185.26,236.11,3
68,67.6,188.61,241.2,4
54,64.4,187.6,241.82,5
46,58.6,181.26,236.15,6
66,58.4,178.11,231.84,0
58,54.2,172.34,224.69,1
47,56.6,171.89,221.93,2
66,55.8,170.23,218.96,3
42,51.6,164.66,212.4,4
45,57,166.8,212.83,5
85,60,169.59,215.83,6
62,57,167.49,215.06,0
51,58.8,168.38,216.47,1
51,64,174.31,223.05,2
71,57.8,171.21,221.8,3
54,54.8,167.59,218.1,4
47,55.6,166.54,215.99,5
55,60.4,170.65,219.25,6
75,58.6,171.15,220.13,0
62,58.4,171.15,220.29,1
53,61.6,174.18,223.44,2
63,61.2,175.51,225.57,3
53,57.6,172.74,223.46,4
57,60.4,173.89,224.39,5
76,62.4,176.73,227.44,6
63,60.4,176.58,227.89,0
53,66.4,182.87,234.19,1
83,67.4,186.81,239.64,2
62,61.6,183.64,238.03,3
47,63.4,184.54,238.63,4
72,65,186.41,240.51,5
61,62.6,185.08,239.53,6
71,69.4,191.78,245.81,0
96,76.6,202.24,257.55,1
83,70.8,202.09,260.45,2
43,68,200.52,259.94,3
47,62.8,194.66,254.01,4
45,54.6,183.53,241.31,5
55,52.6,176.06,230.12,6
73,58.8,177.47,227.82,0
74,64,182.14,231.2,1
73,71.2,191.35,241.08,2
81,76.4,200.65,253.3,3
81,77.2,205.95,262.86,4
77,80.6,213.18,273.76,5
91,82.2,219.56,283.69,6
81,81,223.21,290.23,0
75,78,224.19,292.6,1
66,75.8,224.14,292.29,2
66,69.2,218.11,285.1,3
58,65.4,211.44,275.62,4
62,63.6,205.45,266.31,5
66,65.4,202.98,260.83,6
75,69.2,204.38,260.47,0
85,76.8,211.51,267.62,1
96,77,214.56,273.08,2
63,78.4,217.7,278.65,3
73,78,219.34,282.6,4
73,73.8,216.56,281.48,5
64,65.4,207.77,272.61,6
54,64.6,203.16,265.38,0
59,64.8,200.85,260.25,1
74,68.8,203.12,260.3,2
93,70.4,205.11,261.73,3
72,72.8,207.66,264.77,4
66,75,210.87,269.24,5
70,70.8,208.13,268.32,6
53,67.8,203.93,264.65,0
78,65.4,199.59,259.73,1
60,62,194.45,253.11,2
49,62.8,192.53,249,3
74,66.8,195.09,249.9,4
73,64,192.83,247.55,5
64,63.8,191.22,245.5,6
59,65.8,191.81,245.82,0
59,62.2,187.84,242.34,1
56,58.4,182.08,236.17,2
54,57.4,178.03,230.71,3
59,59.8,177.98,229.15,4
71,61.2,179.06,229.57,5
66,62.6,180.7,231.24,6
63,63.8,182.26,233.47,0
60,67.6,187,239.1,1
78,67.8,189.71,243.53,2
72,67.2,190.73,246.14,3
63,72.6,197.33,253.7,4
90,73.6,202.38,260.59,5
65,67.2,199.55,259.41,6
46,64.8,196.53,255.99,0
60,68.6,199,257.15,1
82,58.6,190.09,247.93,2
40,54,181.14,236.36,3
42,55.8,177.48,229.26,4
55,54.2,172.86,222.33,5
52,48.2,163.65,211.16,6
52,58.8,168.21,213.08,0
93,65.6,175.64,221.27,1
76,67.8,181.53,229.97,2
66,72,189.23,240.83,3
73,77,198.37,253.76,4
77,71.4,199.03,258.42,5
65,67.6,197.49,258.37,6
57,68.8,198.85,259.44,0
72,69,200.42,260.53,1
74,66.8,200.18,259.48,2
66,66.8,199.91,258.1,3
65,66.6,199.15,256.48,4
56,66,197.87,254.54,5
69,59.6,190.27,246.45,6
42,55.2,181.25,235.7,0
44,59.2,180.19,231.96,1
85,61,180.64,231.16,2
65,58.8,177.94,228.3,3
58,68,185.36,235.34,4
88,70.4,191.13,243.14,5
56,60.8,184.76,239.39,6
37,55,176.37,230.79,0
36,56,172.97,225.38,1
63,49,164.07,214.68,2
53,55.6,166.17,213.5,3
89,58.2,168.66,214.99,4
50,67,178.17,224.81,5
80,67.2,183.21,232.5,6
64,67.2,185.64,237.74,0
53,60,179.85,234.34,1
53,61.4,179.49,233.73,2
57,56.6,175.02,228.8,3
56,55.4,171.73,223.85,4
58,57.2,172.32,222.33,5
62,59.2,173.96,222.81,6
63,64.6,179.81,228.43,0
84,65.6,182.9,233.15,1
61,71.6,190.55,242.68,2
88,73,196,251.23,3
69,70.2,197.28,255.24,4
49,71.8,200.44,259.77,5
92,77,208.33,268.64,6
87,76.2,212.46,274.56,0
84,77.2,216.65,279.9,1
74,80.8,223.24,287.39,2
67,75.4,221.62,287.31,3
65,68.6,214.91,280.39,4
53,65.2,208.05,271.46,5
67,67.2,206.05,266.68,6
84,63.4,200.72,259.46,0
48,65,199.05,255.55,1
73,67.4,199.38,254.73,2
65,65.2,196.65,251.95,3
56,63,192.54,247.62,4
73,70.2,196.76,251.36,5
84,67.4,195.67,251.68,6
59,64.8,193.12,249.69,0
52,70.4,197.8,254,1
84,70.2,199.69,256.92,2
72,60,191.09,249.12,3
33,63.4,190.48,246.58,4
76,69.4,195.45,250.54,5
82,69,197.39,253.23,6
82,72.4,202.25,258.78,0
89,85.4,217.4,275.53,1
98,84,224.18,286.85,2
69,83.6,228.93,295.09,3
80,80.4,229.06,297.75,4
66,76.6,226.39,295.96,5
70,70.6,220.65,289.19,6
68,73,220.51,286.32,0
81,75.8,222.62,286.63,1
94,82.4,230.18,293.49,2
99,84,235.41,300.04,3
78,86.8,240.27,307.02,4
82,88.2,244.48,313.74,5
88,83,241.95,313.59,6
68,73.6,232.19,304.27,0
52,68,222.29,291.89,1
50,62.4,211.81,277.34,2
54,54.8,198,258.69,3
50,51.4,186.18,241.15,4
51,60.2,186.56,236.42,5
96,67.8,191.92,240.39,6
88,68.8,193.93,244.2,0
59,72.6,197.96,250.79,1
69,72.2,199.53,255.61,2
49,65.8,194.82,253.37,3
64,64.6,192.13,250.8,4
82,66.6,193.27,251.18,5
69,64.8,192.76,250.1,6
60,71,199.47,255.68,0
80,71,202.45,259.37,1
64,69.2,202.02,259.91,2
73,69.8,202.61,260.86,3
72,68.4,201.24,259.96,4
53,67.8,199.94,258.7,5
77,73.2,205.13,263.52,6
91,74.2,208.87,268.2,0
78,77.6,214.49,275,1
89,84.8,225.2,287.4,2
89,83.4,229.44,294.95,3
70,80.4,229.72,297.62,4
76,81.6,232.2,300.92,5
84,79.4,231.87,301.16,6
78,75,228.09,297.02,0
67,74.4,226.13,293.34,1
67,72.6,222.93,288.49,2
67,71.8,220.22,283.99,3
80,66.4,212.79,275.02,4
51,68,209.48,269.49,5
75,72.2,210.95,269.62,6
88,71.6,210.41,269.29,0
64,70,208.06,267.37,1
72,76.4,213.08,272.46,2
83,71.2,210.37,271.32,3
49,67.6,205.77,266.9,4
70,69.4,205.34,265.49,5
73,72,207.43,267.07,6
85,70.8,207.58,267.36,0
77,76.4,213.38,273.09,1
77,80,219.61,280.75,2
88,76.6,219.78,283.13,3
56,73.2,217.34,281.61,4
68,68.8,211.61,275.7,5
55,64.4,204.67,267.17,6
55,60.2,196.99,256.77,0
67,64.4,196.62,253.07,1
77,64.2,195.04,249.95,2
67,61.8,191.32,245.27,3
43,61.2,187.86,240.85,4
52,64.8,188.56,240.93,5
85,63.8,187.24,240.19,6
72,60.2,182.82,236.22,0
49,65.4,185.86,238.69,1
69,65.2,187.11,240.59,2
51,62.8,185.85,239.85,3
73,61.4,183.75,237.66,4
65,63,184.24,237.63,5
57,65.6,187.1,240.34,6
82,65.2,188.21,242.01,0
49,68,191.52,245.86,1
87,65.6,190.97,246.4,2
53,63.4,189.19,244.81,3
46,60.4,185.11,240.33,4
67,63.8,186.35,240.37,5
66,57,179.99,233.74,6
53,61,180.93,232.85,0
73,69.2,188.97,240.29,1
87,65,188.34,241.52,2
46,64.2,187.69,241.67,3
62,66.2,189.24,243.62,4
63,66,189.93,245.02,5
72,60.8,185.42,241,6
61,63.6,186.45,240.95,0
60,56.8,179.72,233.92,1
28,50.2,170.32,222.43,2
30,46.4,161.12,209.79,3
53,43.2,151.52,196.64,4
45,45.4,147.69,189.22,5
71,49.2,148.05,187.5,6
47,54.8,152.4,191.7,0
58,53,151.94,193.06,1
44,62.6,161.52,203.97,2
93,62.8,166.1,212.19,3
72,67.4,174.14,223.35,4
70,65.4,177.56,230.08,5
48,66.6,182.16,236.55,6
50,54.6,173.97,229.58,0
33,58.6,174.97,228.23,1
92,58.8,175.43,227.2,2
71,65.8,182.34,233.11,3
83,67,187.18,238.85,4
56,66.8,189.21,242.41,5
32,59,182.84,237.27,6
53,56.8,177.41,230.96,0
60,56.2,173.78,225.74,1
80,64.4,179.43,229.95,2
97,77.6,195.86,246.99,3
98,78.8,205.42,260.74,4
59,79,211.88,271.25,5
61,72.2,209.22,271.93,6
46,65,201.75,265.17,0
61,53.4,186.85,248.52,1
40,47.6,174.01,230.67,2
30,45,164.19,214.8,3
48,45.8,158.75,203.74,4
50,41.2,149.22,190.38,5
38,43,143.51,181.41,6
49,52.8,148.09,184.42,0
79,51.6,147.21,185.47,1
42,51.6,146.44,186.63,2
50,56.6,151.06,192.92,3
63,54,151.5,195.68,4
36,48.6,147.37,192.68,5
52,47.8,145.25,189.78,6
38,51,147.39,190.75,0
66,49,146.8,189.74,1
53,50,147.72,189.89,2
41,57.2,154.63,196.64,3
88,58.6,159.43,203.18,4
45,51.6,155.33,201.08,5
31,49,150.86,196.62,6
40,56.4,156.07,200.82,0
78,57.2,159.6,205.08,1
92,64.8,169.5,215.92,2
83,72.2,182.14,231.27,3
68,74,191.5,244.69,4
49,71.6,195.39,252.3,5
66,68.8,195.59,254.81,6
78,64.8,192.63,252.6,0
63,67,194.64,253.55,1
79,70.6,199.96,258,2
67,64,196.04,254.32,3
33,64.6,195.29,252.12,4
81,69.8,199.5,255.24,5
89,68.6,199.53,255.97,6
73,68.6,199.36,256.41,0
67,74.8,205.54,263.07,1
64,69.4,203.44,262.83,2
54,60.2,194.11,253.67,3
43,52,181.3,238.48,4
32,44.4,166.31,219.29,5
29,39.2,152.72,200.06,6
38,40.4,145.27,186.81,0
60,43.8,142.35,179.97,1
60,49.8,144.96,180.92,2
62,56,150.98,187.83,3
60,62.4,159.04,199.06,4
70,62.8,163.56,208.18,5
62,69.8,174.06,222.55,6
95,69.4,180.44,233.38,0
60,69.4,185.88,241.94,1
60,66.2,187.58,245.45,2
54,66.4,190.24,248.21,3
63,58,184.1,241.69,4
53,60.6,184.08,239.06,5
73,61.2,184.1,237.34,6
63,68.4,190.64,242.89,0
90,67.8,193.04,246.43,1
60,68.8,195,249.69,2
58,67.8,195.12,251.16,3
68,69.2,196.77,253.66,4
70,69.8,198.56,256.32,5
93,74,203.93,262.5,6
81,77.2,210.89,270.81,0
74,73.2,211.08,272.89,1
48,72,210.99,273.22,2
64,68,206.92,269.07,3
73,64.4,201.51,262.38,4
63,67,201.14,259.91,5
87,70.6,204.12,261.72,6
66,70,204.64,262.39,0
61,66.4,201.31,259.26,1
55,61.2,194.08,251.48,2
37,56,184.54,240.26,3
61,55.6,178.74,231.67,4
64,62.6,181.73,232.3,5
96,62.2,182.05,232.6,6
53,69,189.05,239.82,0
71,71.2,194.42,247.29,1
72,72.4,198.36,253.89,2
70,64.8,193.24,251.28,3
58,67.2,193.94,251.92,4
65,60.4,187.93,245.89,5
37,55.4,180.69,236.67,6
47,51.4,173.03,225.77,0
50,57,173.64,222.8,1
86,58.4,174.28,222,2
72,68.4,183.46,231.01,3
87,67.8,186.7,237.05,4
44,66.8,187.48,240.51,5
45,62.2,184.18,238.93,6
63,62.6,183.09,238.02,0
74,58.4,178.81,233.51,1
66,61,179.82,233.01,2
57,62.4,182.01,234.27,3
52,66.6,187.08,239.09,4
84,64.6,187.67,240.63,5
64,65,187.95,241.62,6
68,63.8,186.89,241.2,0
51,61.8,184.43,238.94,1
42,55,176.72,230.7,2
50,49.6,167.35,219.1,3
37,46,158.76,207.04,4
50,46.6,153.88,198.44,5
54,47.6,151.01,192.92,6
47,49,149.41,189.94,0
57,51.6,150.25,190.42,1
50,53,151.23,192.15,2
57,50.4,148.7,190.92,3
41,49.4,146.32,189.11,4
42,46.2,142.13,184.94,5
41,48.4,142.49,184.31,6
61,48.8,143.11,184.44,0
59,51.4,145.99,187.11,1
54,54,150,191.65,2
55,55.6,153.72,196.58,3
49,56,156.15,200.53,4
63,61.2,162.86,208.61,5
85,64.4,170.03,218.02,6
70,69,179.16,229.73,0
78,70,186.13,239.7,1
54,69.2,190.16,246.25,2
59,63.2,187.55,245.14,3
55,62.8,186.82,243.76,4
68,60.4,184.3,240.18,5
66,62.4,185.15,239.4,6
64,62.2,185.31,238.6,0
58,68.6,191.44,244.1,1
87,68.6,194.14,248.05,2
68,68.2,195.02,250.35,3
64,64.2,191.58,248.02,4
44,64.4,190.23,246.52,5
59,55.8,181.28,237.13,6
44,52.2,173.24,226.51,0
50,54.4,170.93,220.88,1
75,58.4,172.69,220.55,2
64,60.6,175.06,222.51,3
70,66.4,181.17,229.42,4
73,69,186.55,237.2,5
63,68.8,189.34,242.86,6
74,67.8,190.59,246.33,0
59,65.4,189.39,246.52,1
58,65,189.59,246.75,2
71,65.2,190.7,247.32,3
64,65.8,192.17,248.23,4
77,70.2,197.35,253.08,5
81,70.8,200.63,257.2,6
61,69.4,200.89,258.56,0
64,71.4,203.15,261.43,1
74,69.8,202.83,262,2
69,62.6,195.82,255.28,3
45,66.4,196.49,254.18,4
80,67.6,197.68,254.57,5
70,62.8,193.39,250.06,6
50,58.4,186.85,242.24,0
47,60.6,185.03,238.33,1
56,55.2,177.79,229.96,2
53,51.8,170.23,220.36,3
53,57,170.49,218.25,4
76,63.4,175.88,223.16,5
79,63.8,178.93,227.64,6
58,65.4,181.94,232.39,0
61,67.4,185.48,237.89,1
63,63.8,184.3,238.68,2
58,61.4,182.25,237.12,3
67,60.4,180.39,234.83,4
53,59,178.55,232.01,5
54,57.8,176.84,228.89,6
57,61.6,179.41,230.06,0
77,66.2,184.52,235.17,1
90,66.8,187.53,239.59,2
56,67.8,190.19,243.81,3
59,66.8,190.65,245.86,4
52,64.4,189.09,245.2,5
65,64,188.43,244.44,6
88,68,192.34,247.93,0
76,73.8,200.34,256.43,1
88,74.4,205.53,263.46,2
55,74.2,208.59,268.33,3
64,71.6,207.98,269.12,4
75,66.2,202.82,264.28,5
49,57.8,192.05,252.19,6
46,57,185.7,242.38,0
51,56.8,181.61,234.96,1
63,53,174.92,225.62,2
56,51.6,169.03,216.98,3
42,53.2,165.99,211.78,4
54,52.6,162.42,207.25,5
48,47.6,154.48,198.86,6
38,43.8,145.87,188.91,0
37,41.8,138.74,179.75,1
32,41.8,134.59,173.36,2
54,43.4,133.09,170.21,3
56,49.4,137.37,173.86,4
68,58.6,148.32,186.01,5
83,62,157.31,198.6,6
49,63,163.53,208.96,0
59,67,171.75,220.75,1
76,72.4,182.8,235.29,2
95,67.4,185.16,241.4,3
58,71.8,192.87,250.49,4
71,73.2,199.58,258.72,5
66,68.6,199.83,260.19,6
53,61.8,194.19,254.16,0
61,59.4,188.98,246.72,1
46,55,181.48,236.55,2
49,56.8,178.9,230.67,3
75,59.4,178.94,228.63,4
66,56.6,174.83,223.99,5
47,57.6,173.52,221.8,6
51,59.6,173.8,221.91,0
59,62.6,176.11,224.91,1
90,61.4,175.96,226.22,2
60,67.2,182.26,233.38,3
76,68.6,187.16,240.29,4
58,67.4,189.49,244.52,5
53,59.2,183.22,239.39,6
49,57.2,178.54,233.4,0
50,52.8,171.88,224.66,1
54,52.6,167.97,217.85,2
57,54.8,167.36,214.83,3
64,51.8,163.05,209.4,4
34,61.2,169.83,214.79,5
97,63.2,174.01,220.51,6
64,64.6,177.29,226.12,0
64,68.8,183.35,234.59,1
85,76.2,194.8,248.81,2
71,69.6,195,252.99,3
64,76,203.42,262.77,4
96,79,211.69,273.11,5
79,77.6,215.65,279.35,6
78,79.8,221.6,286.39,0
82,86.8,232.1,298.15,1
99,82.4,233.84,302.45,2
74,82,235.67,305.2,3
77,82.2,237.4,307.23,4
79,85.8,241.86,311.93,5
100,83.8,243.02,313.83,6
89,89,249.08,320.09,0
100,92,255.24,327.62,1
