Count
 5
 8
 9
 4
 8
 8
 10
 11
 8
 8
 8
 2
 5
 10
 8
 4
 7
 6
 5
 5
 2
 4
 6
 5
 9
 2
 11
 10
 11
 4
 9
 6
 8
 10
 7
 9
 5
 3
 3
 4
 8
 8
 3
 3
 8
 3
 4
 7
 5
 6
 5
 1
 7
 3
 7
 1
 5
 4
 9
 7
 10
 2
 11
 10
 5
 4
 4
 2
 5
 9
 5
 6
 7
 9
 6
 8
 6
 7
 8
 10
 7
 9
 3
 4
 6
 4
 5
 4
 9
 11
 13
 16
 8
 9
 5
 6
 6
 7
 10
 11
 7
 10
 5
 9
 9
 14
 6
 9
 6
 7
 13
 9
 8
 7
 9
 10
 6
 10
 10
 13
 10
 14
 3
 8
 9
 5
 9
 16
 9
 8
 5
 10
 3
 6
 9
 7
 10
 4
 11
 12
 10
 5
 7
 8
 5
 8
 6
 9
 9
 5
 8
 5
 10
 9
 6
 16
 9
 7
 9
 9
 15
 17
 11
 7
 1
 6
 9
 10
 8
 9
 6
 6
 8
 7
 16
 7
 6
 5
 7
 7
 9
 6
 8
 5
 7
 6
 5
 10
 3
 6
 9
 6
 10
 14
 5
 12
 6
 6
 12
 7
 21
 9
 15
 12
 8
 5
 12
 9
 8
 14
 9
 5
 14
 11
 13
 7
 9
 7
 6
 7
 10
 8
 6
 8
 6
 6
 15
 9
 6
 6
 17
 13
 8
 6
 10
 7
 12
 10
 8
 10
 5
 10
 9
 7
 5
 7
 7
 9
 8
 8
 6
 13
 13
 10
 9
 7
 8
 14
 16
 8
 10
 12
 9
 8
 10
 8
 12
 7
 7
 10
 11
 13
 9
 4
 12
 6
 9
 11
 6
 12
 9
 7
 7
 10
 22
 6
 9
 9
 6
 10
 9
 8
 9
 13
 5
 4
 7
 16
 8
 8
 16
 10
 8
 13
 8
 12
 7
 4
 12
 8
 11
 11
 4
 12
 11
 12
 5
 16
 13
 9
 7
 12
 14
 10
 12
 15
 12
 3
 10
 12
 8
 5
 6
 5
 7
 13
 8
 5
 7
 8
 8
 16
 9
 6
 4
 8
 4
 6
 9
 2
 7
 8
 10
 4
 6
 6
 14
 7
 6
 7
 9
 9
 5
 15
 5
 9
 12
 6
 4
 8
 6
 10
 3
 17
 3
 4
 5
 4
 7
 8
 9
 7
 1
 6
 7
 13
 8
 7
 7
 6
 4
 12
 11
 8
 7
 4
 5
 15
 7
 9
 10
 4
 5
 2
 6
 11
 5
 2
 9
 1
 10
 6
 7
 10
 2
 4
 4
 4
 3
 5
 6
 7
 3
 9
 5
 4
 7
 7
 7
 4
 5
 7
 10
 12
 7
 6
 9
 9
 5
 6
 6
 6
 11
 8
 4
 7
 6
 6
 5
 11
 7
 4
 7
 12
 7
 9
 11
 13
 9
 9
 15
 8
 9
 7
 7
 7
 13
 11
 10
 15
 9
 9
 12
 9
 10
 11
 7
 9
 13
 8
 6
 10
 17
 15
 8
 9
 5
 11
 16
 12
 24
 11
 6
 11
 8
 13
 17
 11
 10
 6
 9
 8
 6
 11
 6
 13
 11
 7
 6
 12
 7
 13
 8
 10
 10
 6
 12
 9
 4
 8
 9
 13
 8
 5
 12
 11
 5
 9
 6
 8
 6
 10
 14
 10
 8
 8
 12
 6
 12
 12
 10
 6
 7
 2
 1
 9
 3
 7
 11
 7
 8
 4
 6
 5
 6
 9
 6
 13
 12
 13
 6
 6
 5
 7
 6
 6
 6
 6
 7
 13
 8
 16
 9
 8
 6
 7
 3
 9
 6
 11
 6
 8
 5
 10
 4
 5
 4
 7
 5
 2
 6
 11
 12
 4
 8
 9
 4
 9
 11
 11
 4
 9
 11
 4
 7
 12
 6
 6
 13
 13
 12
 9
 11
 4
 12
 12
 15
 15
 11
 8
 7
 12
 10
 12
 6
 7
 18
 8
 6
 14
 12
 11
 16
 7
 11
 10
 11
 11
 14
 13
 15
 16
 10
 8
 11
 7
 12
 12
 2
 17
 18
 14
 7
 15
 10
 9
 13
 14
 9
 10
 9
 8
 9
 14
 14
 10
 6
 12
 7
 2
 5
 12
 6
 8
 9
 5
 6
 14
 12
 13
 14
 13
 8
 9
 8
 6
 9
 8
 11
 11
 7
 12
 9
 3
 12
 9
 5
 13
 11
 10
 7
 2
 7
 9
 14
 12
 12
 10
 10
 7
 6
 8
 5
 7
 11
 5
 10
 7
 5
 7
 9
 8
 6
 8
 14
 7
 8
 8
 9
 8
 10
 8
 2
 8
 9
 9
 9
 6
 11
 4
 9
 7
 4
 4
 9
 5
 11
 6
 9
 5
 10
 6
 6
 7
 8
 7
 7
 6
 8
 5
 8
 5
 10
 5
 6
 8
 7
 4
 9
 5
 8
 3
 6
 11
 5
 2
 8
 8
 6
 3
 8
 13
 6
 9
 6
 5
 7
 10
 5
 8
 7
 7
 6
 6
 4
 4
 10
 9
 3
 7
 5
 6
 9
 9
 7
 6
 6
 5
 7
 9
 8
 5
 6
 6
 7
 5
 4
 9
 6
 7
 8
 9
 9
 10
 11
 6
 13
 9
 16
 6
 10
 7
 11
 14
 5
 6
 8
 9
 6
 7
 6
 15
 7
 9
 3
 5
 8
 8
 10
 14
 10
 10
 14
 15
 6
 6
 11
 6
 7
 9
 7
 11
 5
 14
 4
 12
 10
 9
 13
 4
 3
 13
 10
 3
 6
 8
 3
 10
 7
 9
 8
 9
 11
 6
 11
 7
 9
 7
 13
 14
 12
 13
 13
 10
 6
 12
 8
 8
 10
 6
 8
 10
 8
 7
 7
 8
 5
 7
 14
 10
 5
 9
 9
 6
 4
 11
 11
 10
 10
 9
 7
 2
 6
 6
 8
 3
 9
 10
 12
 7
 9
 10
 10
 10
 10
 14
 12
 16
 14
 12
 11
 16
 17
 12
 20
 20
 21
 14
 9
 10
 8
 16
 9
 18
 9
 6
 9
 7
 13
 14
 21
 12
 15
 8
 14
 11
 6
 10
 14
 8
 15
 6
 14
 9
 14
 11
 8
 9
 12
 11
 6
 17
 5
 9
 10
 11
 9
 9
 18
 15
 9
 13
 14
 11
 16
 8
 10
 10
 8
 12
 12
 9
 13
 12
 14
 10
 11
 15
 16
 12
 12
 14
 11
 9
 13
 3
 7
 14
 16
 2
 11
 18
 11
 9
 12
 9
 9
 12
 12
 9
 8
 10
 14
 16
 7
 14
 11
 4
 12
 9
 5
 10
 17
 15
 11
 8
 14
 11
 17
 19
 11
 8
 7
 17
 10
 6
 7
 9
 9
 8
 15
 14
 14
 10
 7
 11
 6
 14
 10
 6
 16
 15
 5
 14
 9
 10
 9
 14
 11
 13
 7
 9
 10
 9
 9
 13
 22
 8
 7
 9
 14
 11
 13
 10
 7
 10
 10
 9
 10
 5
 10
 12
 4
 6
 8
 15
 4
 7
 8
 10
 8
 14
 11
 4
 7
 15
 5
 10
 7
 9
 10
 7
 11
 14
 8
 4
 10
 6
 3
 15
 12
 10
 9
 9
 8
 17
 11
 14
 10
 8
 6
 10
 11
 9
 10
 5
 8
 3
 10
 13
 8
 11
 6
 3
 12
 7
 14
 17
 12
 8
 8
 8
 11
 6
 8
 7
 9
 10
 7
 11
 7
 6
 10
 5
 8
 18
 7
 5
 8
 7
 7
 8
 15
 5
 8
 9
 7
 7
 12
 11
 8
 13
 10
 8
 5
 7
 8
 8
 11
 19
 13
 9
 8
 14
 9
 15
 11
 9
 13
 12
 10
 21
 6
 10
 10
 12
 8
 18
 5
 15
 13
 8
 3
 12
 8
 14
 15
 12
 12
 6
 11
 16
 12
 8
 12
 9
 8
 13
 10
 7
 11
 8
 18
 9
 9
 11
 9
 12
 8
 10
 10
 1
 10
 11
 9
 6
 3
 7
 7
 13
 10
 9
 11
 10
 9
 8
 6
 5
 12
 12
 10
 9
 8
 14
 10
 13
 20
 11
 7
 6
 11
 10
 11
 10
 5
 9
 10
 12
 16
 9
 15
 9
 4
 9
 8
 6
 9
 6
 9
 6
 8
 11
 17
 19
 23
 8
 12
 19
 17
 13
 17
 22
 11
 8
 17
 17
 14
 10
 20
 14
 10
 9
 18
 9
 16
 14
 10
 15
 18
 6
 7
 15
 14
 9
 14
 11
 11
 14
 11
 12
 13
 8
 16
 17
 10
 10
 9
 14
 9
 9
 10
 10
 15
 21
 8
 12
 7
 14
 11
 11
 19
 13
 11
 13
 16
 12
 10
 7
 10
 7
 15
 12
 9
 16
 9
 11
 13
 13
 11
 21
 15
 17
 11
 12
 9
 13
 16
 10
 14
 11
 9
 15
 15
 8
 11
 13
 7
 14
 10
 10
 16
 11
 9
 9
 12
 13
 16
 12
 3
 11
 9
 7
 8
 7
 14
 16
 10
 11
 8
 8
 8
 14
 5
 10
 7
 12
 7
 8
 15
 10
 19
 9
 11
 12
 13
 9
 14
 7
 7
 13
 10
 16
 7
 10
 8
 10
 8
 12
 7
 18
 9
 5
 11
 17
 11
 5
 5
 11
 5
 9
 5
 11
 12
 17
 11
 8
 4
 8
 11
 10
 11
 14
 11
 12
 6
 11
 10
 11
 6
 10
 4
 11
 9
 7
 5
 10
 5
 7
 6
 8
 10
 7
 12
 12
 10
 10
 14
 8
 9
 15
 9
 9
 10
 10
 7
 7
 3
 11
 10
 10
 12
 10
 7
 11
 4
 5
 3
 7
 8
 14
 8
 11
 5
 8
 10
 6
 13
 18
 6
 6
 6
 10
 14
 15
 11
 14
 10
 6
 11
 9
 11
 10
 13
 12
 7
 8
 8
 6
 9
 13
 5
 14
 8
 7
 8
 9
 8
 6
 7
 6
 10
 14
 14
 9
 10
 16
 19
 12
 15
 12
 12
 21
 13
 16
 15
 12
 9
 11
 13
 5
 14
 18
 10
 11
 8
 9
 4
 11
 10
 16
 13
 12
 16
 10
 13
 7
 20
 9
 10
 12
 12
 12
 17
 7
 15
 6
 8
 7
 8
 18
 11
 4
 10
 17
 16
 16
 9
 7
 13
 12
 11
 8
 12
 11
 15
 8
 11
 15
 10
 12
 10
 10
 11
 9
 12
 8
 8
 13
 13
 16
 11
 7
 9
 10
 11
 12
 7
 12
 7
 11
 10
 11
 10
 9
 13
 11
 16
 9
 7
 9
 14
 11
 10
 11
 9
 11
 13
 13
 17
 16
 14
 16
 13
 11
 17
 17
 16
 16
 11
 14
 9
 9
 10
 9
 10
 14
 15
 11
 10
 7
 7
 6
 7
 11
 12
 9
 13
 9
 10
 5
 6
 12
 8
 14
 8
 10
 14
 17
 15
 14
 14
 18
 12
 7
 13
 16
 16
 12
 13
 13
 14
 15
 19
 18
 15
 13
 17
 13
 12
 13
 9
 13
 4
 13
 17
 18
 8
 19
 12
 16
 11
 16
 18
 12
 13
 14
 11
 13
 6
 14
 17
 14
 11
 8
 12
 12
 16
 20
 20
 11
 17
 17
 8
 8
 15
 14
 11
 10
 13
 18
 20
 13
 11
 12
 11
 11
 11
 18
 15
 12
 16
 20
 6
 12
 9
 11
 13
 11
 12
 9
 5
 19
 16
 12
 11
 12
 11
 9
 16
 11
 5
 13
 8
 9
 15
 10
 10
 13
 14
 13
 7
 12
 14
 8
 10
 9
 15
 9
 7
 16
 15
 8
 3
 6
 11
 12
 11
 9
 13
 18
 6
 8
 10
 19
 8
 10
 12
 11
 12
 16
 10
 6
 14
 12
 8
 9
 9
 11
 12
 10
 8
 10
 9
 10
 8
 9
 6
 12
 13
 12
 6
 15
 7
 8
 12
 12
 13
 6
 13
 3
 13
 10
 5
 10
 4
 14
 7
 6
 6
 12
 10
 8
 8
 8
 5
 9
 11
 7
 7
 12
 10
 9
 9
 11
 15
 6
 8
 4
 12
 11
 6
 11
 7
 12
 8
 9
 6
 8
 6
 7
 7
 6
 11
 3
 6
 11
